region,year,week,case_c,pop_total,case_per_capita(‰),NO,NO2,NOx,O3,PM10,PM25,SO2
中彰投,2017,19,418,277597,1.51,15.26,83.43,98.23,215.64,361.46,164.19,22.07
中彰投,2017,20,380,260444,1.46,13.98,88.97,101.86,248.77,240.35,119.75,18.59
中彰投,2017,21,410,268592,1.53,14.04,83.62,97.56,221.84,262.06,129.35,19.72
中彰投,2017,22,337,259219,1.3,13.22,64.28,77.57,197.09,207.76,101.58,17.27
中彰投,2017,23,367,265928,1.38,17.27,64.89,81.78,164.56,211.91,101.44,18.59
中彰投,2017,24,420,273341,1.54,16.07,54.34,70.1,121.14,155.74,53.95,14.31
中彰投,2017,25,466,284458,1.64,19.22,52.52,72.01,107.45,164.4,67.61,14.42
中彰投,2017,26,413,273995,1.51,13.85,54.49,67.57,157.65,210.86,95.19,17.96
中彰投,2017,27,426,272853,1.56,15.43,55.94,70.48,152.89,153.16,61.57,15.78
中彰投,2017,28,446,274453,1.63,12.7,56.61,69.37,167.52,195.25,85.09,18.46
中彰投,2017,29,422,262704,1.61,12.66,63.52,74.8,209.81,246.61,119.88,19.24
中彰投,2017,30,399,272156,1.47,9.83,61.89,71.91,211.19,269.31,152.74,22.57
中彰投,2017,31,339,251357,1.35,12.45,48.08,59.84,161.29,181.31,79.91,15.61
中彰投,2017,32,327,264385,1.24,12.01,42.52,53.28,127.89,203.54,90.48,14.86
中彰投,2017,33,326,251281,1.3,15.93,57.53,73.46,146.2,190.26,98.54,19.41
中彰投,2017,34,344,260196,1.32,14.96,69.06,84.0,192.52,259.84,134.59,20.1
中彰投,2017,35,321,243224,1.32,13.43,69.85,82.16,201.87,296.56,157.88,20.25
中彰投,2017,36,308,257089,1.2,11.53,58.98,70.96,180.05,233.22,118.58,18.61
中彰投,2017,37,315,253816,1.24,16.31,73.88,89.6,215.26,286.08,141.19,20.75
中彰投,2017,38,349,259177,1.35,8.74,91.94,101.1,311.67,411.09,237.81,27.73
中彰投,2017,39,301,247074,1.22,13.87,73.1,86.66,199.71,282.58,151.69,21.48
中彰投,2017,40,294,255430,1.15,12.57,83.22,94.96,240.37,376.07,193.15,20.64
中彰投,2017,41,294,252832,1.16,14.96,84.46,99.4,210.25,363.1,173.18,22.3
中彰投,2017,42,334,275429,1.21,14.99,69.43,84.48,199.33,214.49,86.24,14.57
中彰投,2017,43,363,247656,1.47,9.81,84.65,94.6,326.44,354.9,174.01,15.51
中彰投,2017,44,336,265502,1.27,13.79,85.36,98.84,256.9,330.63,135.89,15.76
中彰投,2017,45,334,260810,1.28,15.09,99.55,114.64,208.45,389.15,179.59,17.5
中彰投,2017,46,339,262142,1.29,23.2,105.4,128.31,164.29,340.78,161.84,19.39
中彰投,2017,47,294,246407,1.19,16.49,97.14,113.19,169.95,250.32,111.14,16.03
中彰投,2017,48,334,264648,1.26,18.84,96.09,114.85,193.99,342.41,163.05,17.06
中彰投,2017,49,332,261558,1.27,21.59,99.66,121.07,183.01,302.53,154.5,15.84
中彰投,2017,50,335,251872,1.33,30.66,112.54,143.48,164.58,324.75,158.57,17.63
中彰投,2017,51,414,261635,1.58,20.29,100.79,121.16,203.08,333.21,168.9,17.75
中彰投,2017,52,434,271183,1.6,21.65,119.82,141.19,203.99,502.76,279.41,21.4
中彰投,2018,1,413,296513,1.39,33.49,121.45,154.99,140.82,367.1,193.23,18.19
中彰投,2018,2,407,301050,1.35,24.0,95.69,119.88,183.53,235.32,116.99,15.93
中彰投,2018,3,494,309585,1.6,29.78,128.24,157.65,164.19,403.07,217.36,18.97
中彰投,2018,4,480,308111,1.56,19.09,105.5,124.16,181.75,292.95,132.66,16.37
中彰投,2018,5,477,299463,1.59,18.04,93.83,111.75,172.09,196.82,121.31,15.03
中彰投,2018,6,554,312330,1.77,37.77,116.3,154.36,164.19,296.54,165.25,16.18
中彰投,2018,7,478,317934,1.5,16.35,102.8,119.17,229.91,503.92,226.26,18.67
中彰投,2018,8,578,304260,1.9,19.13,110.3,129.52,180.51,355.43,199.65,17.25
中彰投,2018,9,581,314264,1.85,29.97,117.89,147.86,181.29,486.73,260.07,19.16
中彰投,2018,10,542,315628,1.72,14.96,89.13,104.43,211.34,292.37,137.67,15.87
中彰投,2018,11,525,306343,1.71,18.9,121.66,140.86,237.56,430.29,232.15,20.62
中彰投,2018,12,523,309512,1.69,14.38,97.96,112.36,274.89,383.18,182.86,16.33
中彰投,2018,13,599,323437,1.85,12.43,94.04,106.32,277.49,476.63,252.21,18.36
中彰投,2018,14,464,303202,1.53,13.25,79.01,91.25,240.68,469.29,204.63,17.98
中彰投,2018,15,497,304364,1.63,13.56,78.01,91.29,218.01,310.16,144.4,18.69
中彰投,2018,16,435,283959,1.53,11.42,100.31,112.19,284.44,438.53,224.08,22.43
中彰投,2018,17,410,287392,1.43,12.18,98.59,109.86,265.92,401.66,217.84,20.9
中彰投,2018,18,430,295849,1.45,12.05,78.22,89.95,237.69,350.78,175.25,20.31
中彰投,2018,19,416,291684,1.43,10.84,83.54,94.58,221.53,296.39,134.15,18.93
中彰投,2018,20,411,295032,1.39,15.51,60.17,76.08,142.14,215.99,104.69,18.46
中彰投,2018,21,366,273966,1.34,13.27,73.0,84.96,201.99,274.55,142.51,22.36
中彰投,2018,22,379,301599,1.26,9.83,67.02,76.96,244.69,261.33,124.74,19.64
中彰投,2018,23,380,289931,1.31,10.19,69.56,79.83,228.67,265.69,125.43,22.17
中彰投,2018,24,323,301890,1.07,8.49,74.57,83.58,291.46,263.84,126.08,20.62
中彰投,2018,25,322,265592,1.21,14.23,50.43,64.87,117.01,153.62,54.91,15.01
中彰投,2018,26,303,266518,1.14,15.38,56.73,71.38,145.64,202.31,87.0,18.76
中彰投,2018,27,349,294719,1.18,14.36,51.85,67.07,120.26,151.0,59.37,15.15
中彰投,2018,28,375,298382,1.26,13.16,57.91,70.86,182.4,252.5,124.49,21.54
中彰投,2018,29,369,301330,1.22,9.18,59.9,69.64,237.46,299.49,167.73,20.33
中彰投,2018,30,361,282977,1.28,13.48,55.18,67.3,160.69,205.03,101.88,18.3
中彰投,2018,31,393,291113,1.35,12.3,48.9,61.24,168.5,196.06,90.04,16.33
中彰投,2018,32,376,293292,1.28,8.89,55.79,66.08,238.73,261.75,158.42,20.62
中彰投,2018,33,393,294358,1.34,11.25,54.3,65.1,178.65,157.37,72.14,15.47
中彰投,2018,34,328,282985,1.16,10.42,55.77,66.23,208.64,134.51,63.84,15.8
中彰投,2018,35,420,302042,1.39,19.32,54.51,74.42,119.59,166.11,71.19,15.11
中彰投,2018,36,351,283196,1.24,13.77,56.78,69.29,195.33,216.87,105.13,16.05
中彰投,2018,37,360,288765,1.25,16.79,79.31,96.64,200.99,297.56,145.03,20.94
中彰投,2018,38,404,306369,1.32,14.82,70.25,85.26,199.98,302.99,169.24,18.97
中彰投,2018,39,360,284836,1.26,7.99,57.22,65.72,294.36,276.86,106.47,15.89
中彰投,2018,40,376,282310,1.33,9.39,81.55,91.1,359.47,362.51,168.17,17.77
中彰投,2018,41,358,286714,1.25,13.56,87.86,101.52,236.93,262.86,130.86,17.44
中彰投,2018,42,352,296617,1.19,12.18,91.57,103.95,246.66,267.82,128.07,17.9
中彰投,2018,43,377,297434,1.27,13.56,91.57,105.13,277.15,388.35,176.09,19.74
中彰投,2018,44,353,286165,1.23,20.14,99.99,118.96,223.9,278.6,118.6,16.62
中彰投,2018,45,402,304612,1.32,20.66,109.78,130.25,214.82,481.05,257.32,21.4
中彰投,2018,46,394,295991,1.33,19.22,111.66,131.03,203.48,355.89,171.27,20.22
中彰投,2018,47,357,293593,1.22,18.93,104.01,123.38,197.47,307.9,141.17,17.44
中彰投,2018,48,400,280047,1.43,26.51,112.08,138.09,185.44,350.31,172.78,19.39
中彰投,2018,49,403,292363,1.38,27.37,103.49,130.93,167.58,277.86,118.18,16.22
中彰投,2018,50,393,298335,1.32,20.9,102.49,122.52,155.82,249.02,111.41,16.14
中彰投,2018,51,425,299165,1.42,23.12,124.03,147.08,218.93,455.15,209.37,20.04
中彰投,2018,52,415,284034,1.46,15.38,85.01,100.37,186.17,199.23,75.97,14.44
中彰投,2019,1,253,261733,0.97,29.76,112.52,142.58,137.02,281.99,135.07,16.12
中彰投,2019,2,457,299157,1.53,31.75,115.86,147.65,149.47,334.43,147.06,16.1
中彰投,2019,3,441,296345,1.49,17.65,105.25,122.98,192.92,371.4,180.43,15.84
中彰投,2019,4,503,316561,1.59,19.32,113.76,132.79,225.4,400.97,180.34,17.46
中彰投,2019,5,563,314204,1.79,23.22,121.85,145.24,206.77,426.2,208.78,16.75
中彰投,2019,6,313,266723,1.17,11.42,76.29,87.4,195.66,325.37,155.84,14.94
中彰投,2019,7,591,310740,1.9,18.44,102.19,119.65,182.54,299.57,145.6,16.28
中彰投,2019,8,485,292043,1.66,21.13,109.15,130.23,177.18,333.09,171.96,15.59
中彰投,2019,9,452,310018,1.46,13.69,106.24,120.51,218.99,418.07,221.38,16.7
中彰投,2019,10,411,299887,1.37,19.32,115.54,134.91,190.63,213.08,119.57,14.96
中彰投,2019,11,439,302731,1.45,16.33,114.85,131.43,257.68,423.31,232.61,18.38
中彰投,2019,12,439,283953,1.55,22.63,102.61,124.93,179.11,337.55,181.56,16.85
中彰投,2019,13,526,304364,1.73,12.47,86.01,98.36,245.46,312.25,160.85,15.61
中彰投,2019,14,435,296214,1.47,14.8,85.4,100.47,254.75,374.4,217.67,15.93
中彰投,2019,15,507,323121,1.57,12.53,80.06,92.7,216.04,273.52,144.9,15.95
中彰投,2019,16,470,316600,1.48,14.63,92.26,106.93,217.21,249.19,134.66,15.87
中彰投,2019,17,468,306154,1.53,13.25,66.14,78.68,209.54,265.35,140.9,16.68
中彰投,2019,18,398,294885,1.35,13.5,83.69,97.2,213.16,240.1,113.47,13.85
中彰投,2019,19,479,314600,1.52,14.29,94.0,108.73,209.2,267.32,139.12,17.27
中彰投,2019,20,461,306501,1.5,14.94,55.98,71.45,124.6,184.85,88.32,14.17
中彰投,2019,21,440,291430,1.51,12.7,89.55,101.92,239.36,335.9,173.28,18.19
中彰投,2019,22,431,299368,1.44,13.39,64.38,78.51,166.68,180.81,80.37,16.7
中彰投,2019,23,391,286180,1.37,17.52,52.46,70.23,115.65,137.76,62.69,14.75
中彰投,2019,24,441,307772,1.43,14.84,72.1,86.68,212.54,137.95,79.05,15.03
中彰投,2019,25,421,290789,1.45,15.61,51.51,67.09,123.19,143.48,59.6,14.59
中彰投,2019,26,361,293060,1.23,14.82,50.28,65.22,158.13,129.67,57.05,14.21
中彰投,2019,27,348,299398,1.16,12.47,41.16,53.8,130.25,137.67,51.03,14.15
中彰投,2019,28,345,288209,1.2,12.7,39.69,52.58,133.63,135.33,75.89,14.0
中彰投,2019,29,383,298555,1.28,13.71,52.06,65.07,177.7,184.33,99.91,14.5
中彰投,2019,30,372,300992,1.24,13.98,48.08,61.37,151.61,138.68,64.63,15.22
中彰投,2019,31,351,278417,1.26,12.22,55.77,67.49,205.39,204.82,112.02,17.86
中彰投,2019,32,380,300773,1.26,13.1,43.09,55.54,185.73,206.12,94.6,15.26
中彰投,2019,33,317,277038,1.14,11.32,44.18,54.6,195.66,99.22,53.32,13.37
中彰投,2019,34,373,294470,1.27,14.02,59.29,73.42,179.69,187.49,108.65,16.54
中彰投,2019,35,362,290964,1.24,13.25,58.6,71.74,203.75,219.1,133.23,18.78
中彰投,2019,36,418,287935,1.45,13.77,59.5,72.28,195.6,179.63,108.67,17.25
中彰投,2019,37,354,291962,1.21,8.95,62.54,72.22,254.37,263.55,164.6,17.44
中彰投,2019,38,398,289502,1.37,7.88,59.52,68.05,352.14,257.62,108.88,15.28
中彰投,2019,39,400,285683,1.4,15.57,80.02,95.59,214.95,242.97,120.43,16.26
中彰投,2019,40,419,276105,1.52,13.41,69.87,81.76,262.88,360.77,245.13,18.25
中彰投,2019,41,413,289457,1.43,11.34,82.28,93.26,282.05,341.99,188.1,17.98
中彰投,2019,42,414,298522,1.39,10.4,71.34,81.49,299.64,260.7,109.9,15.34
中彰投,2019,43,395,284774,1.39,13.35,95.38,108.0,263.42,288.45,149.18,17.63
中彰投,2019,44,379,299959,1.26,12.39,85.19,97.9,257.91,357.08,157.75,15.43
中彰投,2019,45,419,305653,1.37,12.34,83.96,96.26,279.22,283.25,126.48,15.47
中彰投,2019,46,407,293591,1.39,17.46,109.07,125.92,274.43,406.9,220.88,17.04
中彰投,2019,47,403,297913,1.35,17.86,83.27,100.54,191.01,222.68,102.57,15.34
中彰投,2019,48,404,294193,1.37,14.78,85.55,100.51,215.68,256.19,111.04,15.45
中彰投,2019,49,408,303232,1.35,17.14,81.82,99.49,207.72,170.28,80.96,13.5
中彰投,2019,50,411,305985,1.34,31.77,121.14,152.81,186.97,319.34,172.9,16.49
中彰投,2019,51,464,307705,1.51,38.56,103.83,142.49,134.43,221.78,116.13,15.55
中彰投,2019,52,501,315801,1.59,23.22,106.43,129.71,155.15,223.06,110.62,15.49
北北基桃竹苗,2016,1,87,432806,0.2,80.44,134.85,214.92,140.31,332.04,174.13,21.16
北北基桃竹苗,2016,2,838,777104,1.08,38.71,111.24,149.89,201.74,272.55,142.5,18.4
北北基桃竹苗,2016,3,745,751020,0.99,43.96,121.71,165.65,184.2,285.22,153.72,16.9
北北基桃竹苗,2016,4,843,793116,1.06,73.56,114.24,187.82,177.5,246.91,111.75,19.47
北北基桃竹苗,2016,5,956,784656,1.22,45.46,108.86,153.93,189.69,165.17,65.92,14.66
北北基桃竹苗,2016,6,1254,806420,1.56,34.46,111.42,145.67,263.59,399.46,217.99,20.79
北北基桃竹苗,2016,7,816,761340,1.07,44.84,109.14,154.03,171.78,232.96,119.06,15.36
北北基桃竹苗,2016,8,1379,808749,1.71,36.21,103.21,139.12,235.55,363.63,150.25,14.31
北北基桃竹苗,2016,9,1332,815197,1.63,39.19,124.4,163.71,243.62,309.12,145.35,16.83
北北基桃竹苗,2016,10,1319,808525,1.63,66.99,145.01,211.87,164.37,322.43,180.5,21.81
北北基桃竹苗,2016,11,1188,799682,1.49,78.82,150.04,228.88,185.53,247.9,130.77,16.3
北北基桃竹苗,2016,12,1174,812814,1.44,78.99,138.74,217.57,216.82,320.83,167.99,16.89
北北基桃竹苗,2016,13,1087,808325,1.34,44.29,153.45,197.63,285.31,430.74,232.69,22.72
北北基桃竹苗,2016,14,1096,806923,1.36,46.83,139.94,186.88,191.38,457.48,277.47,24.81
北北基桃竹苗,2016,15,993,782703,1.27,39.44,129.05,168.04,180.85,286.73,164.4,20.39
北北基桃竹苗,2016,16,1018,802667,1.27,47.76,127.27,174.7,223.39,302.26,151.43,19.98
北北基桃竹苗,2016,17,952,801388,1.19,37.84,106.35,143.84,199.38,329.19,182.49,22.39
北北基桃竹苗,2016,18,923,803267,1.15,31.72,119.57,151.34,278.09,419.81,238.72,23.59
北北基桃竹苗,2016,19,886,781952,1.13,37.66,103.8,141.91,202.25,277.64,140.9,23.23
北北基桃竹苗,2016,20,886,788344,1.12,25.49,92.09,117.22,252.25,251.3,119.7,17.77
北北基桃竹苗,2016,21,885,798431,1.11,40.85,120.27,160.9,170.63,270.82,149.23,25.59
北北基桃竹苗,2016,22,806,799716,1.01,35.81,84.1,119.61,158.7,230.18,97.96,20.43
北北基桃竹苗,2016,23,826,772139,1.07,36.35,90.85,127.17,182.0,221.92,99.88,19.95
北北基桃竹苗,2016,24,716,765091,0.94,49.25,76.64,125.72,135.5,167.61,60.04,15.68
北北基桃竹苗,2016,25,783,786354,1.0,37.36,87.4,124.64,159.52,201.86,84.81,22.41
北北基桃竹苗,2016,26,756,784071,0.96,36.84,89.71,126.66,169.85,204.65,91.6,23.05
北北基桃竹苗,2016,27,652,749159,0.87,36.41,72.96,109.34,147.6,190.56,75.44,18.58
北北基桃竹苗,2016,28,628,761165,0.83,34.19,75.8,109.44,153.96,181.3,67.7,17.28
北北基桃竹苗,2016,29,657,763601,0.86,40.28,83.36,123.2,145.46,224.88,96.41,18.43
北北基桃竹苗,2016,30,667,767898,0.87,30.83,92.45,123.29,209.75,255.78,134.9,26.01
北北基桃竹苗,2016,31,691,784203,0.88,28.4,81.14,109.47,198.18,220.69,99.23,20.67
北北基桃竹苗,2016,32,703,770494,0.91,33.8,82.29,116.25,161.27,189.72,80.31,20.96
北北基桃竹苗,2016,33,642,777841,0.83,31.75,81.71,113.32,175.7,182.31,72.41,18.67
北北基桃竹苗,2016,34,638,750121,0.85,31.98,84.91,117.01,188.85,259.25,117.41,22.26
北北基桃竹苗,2016,35,641,764762,0.84,24.98,101.6,126.15,324.32,331.47,166.44,22.41
北北基桃竹苗,2016,36,673,762457,0.88,35.88,91.66,127.35,162.82,195.7,85.74,19.32
北北基桃竹苗,2016,37,651,742649,0.88,41.18,80.17,121.36,143.08,183.3,68.73,16.95
北北基桃竹苗,2016,38,581,750963,0.77,30.53,73.17,103.67,214.2,235.47,85.54,15.38
北北基桃竹苗,2016,39,685,756245,0.91,26.7,68.67,95.05,178.87,221.26,91.13,16.03
北北基桃竹苗,2016,40,587,768528,0.76,41.15,79.33,120.33,152.59,226.5,96.18,17.89
北北基桃竹苗,2016,41,689,775475,0.89,39.65,80.38,119.46,196.07,165.82,59.92,14.76
北北基桃竹苗,2016,42,609,749672,0.81,33.46,68.74,101.99,172.17,243.41,109.59,17.69
北北基桃竹苗,2016,43,681,780366,0.87,37.84,110.62,148.59,195.78,311.98,152.37,25.11
北北基桃竹苗,2016,44,691,764635,0.9,24.8,77.87,102.5,249.04,253.97,96.4,18.22
北北基桃竹苗,2016,45,745,772899,0.96,37.33,108.89,146.19,212.2,260.93,118.34,19.76
北北基桃竹苗,2016,46,802,791715,1.01,40.76,122.84,163.3,223.78,341.7,159.61,22.76
北北基桃竹苗,2016,47,778,769310,1.01,50.71,119.19,169.71,166.49,217.1,94.02,21.66
北北基桃竹苗,2016,48,740,771388,0.96,31.47,91.96,123.14,206.08,266.6,99.54,15.21
北北基桃竹苗,2016,49,769,788319,0.98,27.39,93.69,120.94,221.5,300.27,123.22,19.49
北北基桃竹苗,2016,50,785,782288,1.0,35.31,99.0,134.38,224.42,283.93,118.61,17.02
北北基桃竹苗,2016,51,774,767227,1.01,53.65,123.88,177.71,189.93,293.49,140.54,19.7
北北基桃竹苗,2016,52,818,789652,1.04,32.49,96.12,128.21,220.8,292.32,130.8,15.6
北北基桃竹苗,2017,1,873,789210,1.11,46.83,121.27,167.87,172.77,328.85,163.38,19.89
北北基桃竹苗,2017,2,790,767806,1.03,29.96,99.88,129.69,218.27,280.6,145.12,19.35
北北基桃竹苗,2017,3,780,774274,1.01,36.42,97.55,134.14,204.63,228.05,92.17,15.36
北北基桃竹苗,2017,4,769,783017,0.98,27.42,83.91,111.01,256.25,268.38,118.49,15.81
北北基桃竹苗,2017,5,752,767733,0.98,32.04,86.27,118.19,209.51,253.68,120.66,15.03
北北基桃竹苗,2017,6,880,759527,1.16,27.54,85.51,112.99,258.49,351.24,176.72,16.56
北北基桃竹苗,2017,7,881,793553,1.11,40.76,117.94,158.71,255.86,310.15,151.38,17.54
北北基桃竹苗,2017,8,862,790513,1.09,45.02,120.05,164.95,209.22,249.91,126.82,15.0
北北基桃竹苗,2017,9,785,781848,1.0,43.45,126.75,170.26,252.79,346.4,169.44,19.4
北北基桃竹苗,2017,10,824,780192,1.06,41.19,135.21,176.2,266.81,315.57,167.49,18.4
北北基桃竹苗,2017,11,913,804402,1.14,32.74,114.44,147.25,248.8,276.66,128.14,16.18
北北基桃竹苗,2017,12,865,781582,1.11,35.79,113.53,148.74,259.58,237.18,110.53,18.32
北北基桃竹苗,2017,13,888,787965,1.13,35.72,131.26,167.19,307.57,464.27,227.14,21.31
北北基桃竹苗,2017,14,832,787229,1.06,36.47,124.91,160.76,298.37,370.46,205.3,21.75
北北基桃竹苗,2017,15,959,798650,1.2,42.7,125.15,167.81,217.84,299.89,148.62,21.07
北北基桃竹苗,2017,16,876,785007,1.12,42.3,106.27,148.35,193.4,305.47,158.43,18.76
北北基桃竹苗,2017,17,786,783751,1.0,40.22,124.86,164.89,287.36,297.98,131.77,19.06
北北基桃竹苗,2017,18,849,773084,1.1,35.4,116.4,151.47,237.57,318.75,175.51,24.2
北北基桃竹苗,2017,19,879,785408,1.12,33.03,105.81,138.89,215.06,333.62,139.04,22.24
北北基桃竹苗,2017,20,855,784446,1.09,23.68,95.14,118.79,271.74,202.96,94.99,18.47
北北基桃竹苗,2017,21,851,790248,1.08,28.25,93.33,121.36,227.51,210.19,91.25,20.37
北北基桃竹苗,2017,22,714,779185,0.92,29.91,85.08,114.72,202.33,172.02,79.69,16.12
北北基桃竹苗,2017,23,925,797038,1.16,36.14,94.71,130.65,178.26,246.48,128.12,22.05
北北基桃竹苗,2017,24,847,782367,1.08,42.48,93.59,135.95,163.36,147.76,59.02,16.02
北北基桃竹苗,2017,25,904,786889,1.15,56.45,85.69,141.91,122.59,171.14,72.08,19.22
北北基桃竹苗,2017,26,867,772464,1.12,32.88,82.76,115.74,166.71,209.43,95.56,21.96
北北基桃竹苗,2017,27,924,787006,1.17,40.52,84.91,125.22,136.1,167.49,64.33,18.89
